id,eng,simp,trad
364936,He died some years since.,他在数年前去世了。,他在數年前去世了。
364937,That's why I told you not to go by car.,这就是我叫你别乘车去的原因。,這就是我叫你別乘車去的原因。
364938,I wish you a long and happy married life.,祝你们婚姻长长久久、永浴爱河。,祝你們婚姻長長久久、永浴愛河。
364939,Children were apt to invent their own games.,孩子们总爱创作自己的游戏。,孩子們總愛創作自己的遊戲。
364940,The population has doubled in the last five years.,在过去的五年里人口增长了一倍。,在過去的五年裏人口增長了一倍。
364941,"Hearing the news, he jumped out of his chair.",他听到消息后从椅子里跳了出来。,他聽到消息後從椅子裏跳了出來。
364942,"From the way they look, I would say that they failed.",从他们的表情可以知道，他们大概是失败了。,從他們的表情可以知道，他們大概是失敗了。
364943,I am responsible for the mistake.,我需要为错误负责。,我需要為錯誤負責。
364944,There's a Mr Kay wants to see you.,有位凯先生想见你。,有位凱先生想見你。
364945,The prediction was falsified by the result.,预言被实验结果推翻了。,預言被實驗結果推翻了。
364946,He had to leave the village.,他必须离开村庄。,他必須離開村莊。
364947,I'm afraid we can't rule out the possibility that she may have the disease.,恐怕我们不能排除她患了病的可能性。,恐怕我們不能排除她患了病的可能性。
364948,She showed me a picture of her mother as a schoolgirl.,她给我看了一张她母亲学生时代的照片。,她給我看了一張她母親學生時代的照片。
364949,This watch is meant for you.,我打算把这块手錶送给你。,我打算把這塊手錶送給你。
364950,He says what he thinks regardless of other people's feelings.,他说话从来不理别人的感受。,他說話從來不理別人的感受。
364996,I am certainly entitled to speak like this.,我当然有资格这么说啦。,我當然有資格這麼說啦。
365616,"When you speak Shanghainese with your mum, I only understand a few words, so I can't join in the conversation.",你和你妈用上海话聊天的时候，我只听得懂几个词，所以我插不上话。,你和你媽用上海話聊天的時候，我只聽得懂幾個詞，所以我插不上話。
365789,I don't know what to do now.,我不知道现在该怎麽做。,我不知道現在該怎麼做。
365790,My house looks to the south.,我的家坐北向南。,我的家坐北向南。
365791,Prices have been rising steadily.,物价一直在稳定上升。,物價一直在穩定上升。
365792,The fox hid in the hollow tree.,狐狸躲在了空心树里面。,狐貍躲在了空心樹裏面。
365827,It's 50 yen.,50日元。,50日元。
365828,"Follow the street for about 50 meters, and you will see a post office.",顺着这条街走大约50米，就会看到邮局。,順著這條街走大約50米，就會看到郵局。
365829,I'd like to borrow fifty dollars from you.,我想跟你借50美元。,我想跟你借50美元。
365880,She is always bright and smiling.,她的脸上总是挂着开朗的微笑。,她的臉上總是掛著開朗的微笑。
365885,Our teacher warned him not to be late again.,我们的老师警告他不要再迟到。,我們的老師警告他不要再遲到。
365886,Put back the book where you found it.,把书放回原来的地方。,把書放回原來的地方。
365887,He was roused by a loud knocking at the door.,他被啪啪的敲门声吵醒了。,他被啪啪的敲門聲吵醒了。
365889,That house is much better than his house.,那房子比他那座好得多了。,那房子比他那座好得多了。
365891,It's been raining all the time recently.,最近经常下雨。,最近經常下雨。
365892,I don't have the courage to ask my boss to lend me his car.,我不敢问老闆借车。,我不敢問老闆借車。
365898,She got off at the next station.,她在下一个站下了车。,她在下一個站下了車。
365904,Jack is one of my friends.,杰克是我的一个朋友。,傑克是我的一個朋友。
365907,I prepared well for this examination.,我为这次考试好好准备了一番。,我為這次考試好好準備了一番。
365914,He is gifted with perfect wisdom.,他天生拥有完美的智慧。,他天生擁有完美的智慧。
365915,He sought shelter from the rain.,他四处寻找避雨的地方。,他四處尋找避雨的地方。
365916,"You must work hard, if you want to succeed.",如果你想成功，就一定要努力工作。,如果你想成功，就一定要努力工作。
365917,I have the blues today.,我今天心情不太好。,我今天心情不太好。
365918,Coffee does harm to your stomach.,喝咖啡伤胃。,喝咖啡傷胃。
365919,He is in poor health.,他的健康状况很差。,他的健康狀況很差。
366507,I was disappointed.,我失望了。,我失望了。
366821,They may be playing in the park.,他们也许正在公园里玩。,他們也許正在公園裏玩。
366822,"She was able to cook herself dinner, after a fashion.",她勉强能自己煮晚餐吃。,她勉強能自己煮晚餐吃。
366823,The train will arrive on time without fail.,我保证火车会准时来。,我保證火車會準時來。
366824,I'll be back soon.,我很快回来。,我很快回來。
366825,This tower commands a full view of the city.,从这塔上可以看到城市的全貌。,從這塔上可以看到城市的全貌。
366826,The bag was too heavy for me to move.,那个袋子太重了，我拿不动。,那個袋子太重了，我拿不動。
366827,We will help him if he asks us.,如果他来找我们的话，我们是会帮忙的。,如果他來找我們的話，我們是會幫忙的。
366828,It's a dictionary.,那是一本词典。,那是一本詞典。
366829,I'm afraid there isn't any coffee left.,恐怕咖啡已经喝完了。,恐怕咖啡已經喝完了。
366830,Unconsciously my mom took hold of the chair.,母亲无意中握住了椅子。,母親無意中握住了椅子。
366831,I think it's true.,我想那是真的。,我想那是真的。
366832,I don't know what it is.,我不知道那是甚麽。,我不知道那是甚麼。
366850,Japan is a beautiful country.,日本是个美丽的国家。,日本是個美麗的國家。
366859,Mary paid five dollars for her lunch.,玛丽用5美元买了午饭。,瑪麗用5美元買了午飯。
366881,"On his arrival at the station, he called a taxi.",他到了火车站，就叫了辆出租车。,他到了火車站，就叫了輛出租車。
366884,He left an hour ago.,他一小时前走了。,他一小時前走了。
366889,You're sick. You have to rest.,你病了，该休息了。,你病了，該休息了。
366890,He wiped the sweat from his face.,他擦去了脸上的汗水。,他擦去了臉上的汗水。
366907,She went out of the room.,她走出了房间。,她走出了房間。
366908,The moon was above the horizon.,月亮已从地平线升起了。,月亮已從地平線升起了。
366909,"It's high time you left for school, isn't it?",你现在该上学去了吧？,你現在該上學去了吧？
366910,You can't go out.,你不可以出去。,你不可以出去。
366911,Look at the car made in Japan.,看看那辆日本车。,看看那輛日本車。
366912,He always takes his time in everything that he does.,他做事总是从容不迫的。,他做事總是從容不迫的。
366913,She lay awake all night.,她整晚睡不着。,她整晚睡不著。
366914,I am determined to carry out this plan.,我决心要推行这个计划。,我決心要推行這個計劃。
366915,Am I hungry!,我好饿！,我好餓！
366916,He has investigated the possibility of cooperation.,他调查了两方合作的可能性。,他調查了兩方合作的可能性。
366917,What must you do now?,你现在有甚麽是一定要做的？,你現在有甚麼是一定要做的？
366918,John came to Japan yesterday.,约翰昨天来到了日本。,約翰昨天來到了日本。
366919,They are going off by plane tomorrow.,他们明天就乘飞机走了。,他們明天就乘飛機走了。
367412,"If your friend reminds you kindly of your faults, take what he says not only pleasantly, but thankfully.",如果有朋友对你作出善意批评，你不止应该欣然接受，还要好好的感谢他。,如果有朋友對你作出善意批評，你不止應該欣然接受，還要好好的感謝他。
367418,This place isn't convenient to public transportation.,这地方交通不方便。,這地方交通不方便。
367444,I want to eat fresh fish.,我想吃点新鲜的鱼。,我想吃點新鮮的魚。
367841,"Thirty dollars is a lot for that small room, he thought.",「这麽狭小的房间要三十元实在是太贵了。」他想。,「這麼狹小的房間要三十元實在是太貴了。」他想。
367842,She took her own life.,她结束了自己的生命。,她結束了自己的生命。
367843,We are all liable to make mistakes.,我们都会犯错。,我們都會犯錯。
